"predmet_id";"kod_predmetu";"nazev_predmetu";"pocet_kreditu";"typ_predmetu";"forma_studia";"uroven_studia";"zpusob_zakonceni";"jazyk_vyuky"
"1437306";"MIE-TSP";"Testing and Reliability";"4";"PO";"P";"M";"Z,ZK";"EN"
"1435706";"MI-BHW";"Bezpečnost a technické prostředky";"4";"PO";"P";"M";"Z,ZK";"CS"
"4675406";"MIE-OLI.16";"Linux Drivers";"5";"PO";"P";"M;";"Z,ZK";"EN"
"4657406";"MIE-AAK.16";"Arithmetics and Codes";"5";"PO";"P";"M";"Z,ZK";"EN"
"1437206";"MIE-NFA";"Design for the FPGA and ASIC Technology";"4";"PO";"P";"M";"Z,ZK";"EN"
"3477306";"MIE-AAK.1";"Arithmetics and Codes";"5";"PO";"P";"M";"Z,ZK";"EN"
"4719206";"MI-BHW.16";"Bezpečnost a technické prostředky";"5";"PO";"P";"M";"Z,ZK";"CS"
"4719406";"MIE-BHW.16";"Security and Hardware";"5";"PO";"";"M";"Z,ZK";"EN"
"1450006";"BIE-JPO";"Computer Units";"5";"PO";"";"B";"Z,ZK";"EN"
"5720906";"MI-SCE2";"Seminář počítačového inženýrství II";"4";"V;";"P";"M;";"Z";"CS"
"4659106";"MIE-NFA.16";"Design for the FPGA and ASIC Technology";"5";"PO";"";"M";"Z,ZK";"EN"
"6165106";"NI-SCE2";"Seminář počítačového inženýrství II";"4";"V;";"P";"M;";"Z";"CS"
"6157906";"NI-ARI";"Počítačová aritmetika";"4";"V;";"P";"M;";"Z,ZK";"CS"
"1448506";"BIE-SRC";"Real-time Systems";"4";"PO";"P";"B";"KZ";"EN"
"1449806";"BIE-CAO";"Digital and Analog Circuits";"5";"P";"";"B";"Z,ZK";"EN"
"1448906";"BIE-TUR";"User Interface Design";"4";"PO";"";"B";"Z,ZK";"EN"
"4723306";"BI-ARD";"Interaktivní aplikace s Arduinem";"4";"V;";"P";"B;";"KZ";"CS"
"4656906";"MI-SOC.16";"Systémy na čipu";"5";"PO";"P";"M";"Z,ZK";"CS"
"5523306";"MI-KOP";"Kombinatorická optimalizace";"5";"P;";"P";"M;";"Z,ZK";"CS"
"1125706";"BI-SRC";"Systémy reálného času";"4";"PO";"P";"B";"KZ";"CS"
"6323506";"PI-CFR";"Computer Assisted Formal Reasoning";"4";"V;";"P";"D;";"ZK";""
"1125206";"BI-PNO";"Praktika v návrhu číslicových obvodů";"5";"PO";"P";"B";"KZ";"CS"
"4675206";"MIE-BKO.16";"Error Control Codes";"5";"PO;";"";"M;";"Z,ZK";"EN"
"6285606";"NI-SCE1";"Seminář počítačového inženýrství I";"4";"V;";"P";"M;";"Z";""
"1121806";"BI-SAP";"Struktura a architektura počítačů";"6";"P";"P";"B";"Z,ZK";"CS"
"1446206";"BIE-PNO";"Practical Digital Design";"5";"PO";"P";"B";"KZ";"EN"
"1125906";"BI-TUR";"Tvorba uživatelského rozhraní";"4";"PO";"P";"B";"Z,ZK";"CS"
"2968106";"BI-ZIVS";"Základy inteligentních vestavných systémů";"4";"V;";"P";"B;";"KZ";"CS"
"2967806";"MI-IVS";"Inteligentní vestavné systémy";"4";"V;";"P";"M;";"KZ";""
"4731906";"MI-PVS";"Pokročilé vestavné systémy";"4";"V;";"P";"M;";"Z,ZK";"CS"
"4732306";"MI-OLI";"Ovladače pro Linux";"4";"V;";"P";"M;";"Z,ZK";"CS"
"6071606";"NI-ESW";"Vestavný software";"5";"PO;";"P";"M;";"Z,ZK";"CS"
"1448306";"BIE-SAP";"Computer Structures and Architectures";"6";"P";"";"B";"Z,ZK";"EN"
"6170306";"NI-IVS";"Inteligentní vestavné systémy";"4";"V;";"P";"M;";"KZ";""
"6166906";"NI-OLI";"Ovladače pro Linux";"4";"V;";"P";"M;";"Z,ZK";"CS"
"6165806";"NI-PVS";"Pokročilé vestavné systémy";"4";"V;";"P";"M;";"Z,ZK";"CS"
"6625106";"NIE-BVS";"Embedded Security";"5";"PO;";"P";"M;";"Z,ZK";"EN"
"3335206";"BIE-ZRS";"Basics of System Control";"4";"V";"";"B";"Z,ZK";"EN"
"1678606";"BI-ZRS";"Základy řízení systému";"4";"V";"P";"B";"Z,ZK";"CS"
"6071706";"NI-BVS";"Bezpečnost vestavných systémů";"5";"PO;";"P";"M;";"Z,ZK";"CS"
"1122806";"BI-JPO";"Jednotky počítače";"5";"PO";"P";"B";"Z,ZK";"CS"
"6099906";"NI-BKO";"Bezpečnostní kódy";"5";"PO;";"P";"M;";"Z,ZK";"CS"
"6115306";"NI-SIM";"Simulace a verifikace číslicových obvodů";"5";"PO;V;";"P";"M";"Z,ZK";"CS"
"1446706";"BIE-VES";"Embedded Systems";"5";"PO";"P";"B";"Z,ZK";"EN"
"1723406";"BI-MPP";"Metody připojování periferií";"4";"PO;V;";"P";"B";"Z,ZK";"CS"
"6625406";"NIE-SIM";"Digital Circuit Simulation and Verification";"5";"PO;V;";"P";"M";"Z,ZK";"EN"
"1123806";"BI-VES";"Vestavné systémy";"5";"PO";"P";"B";"Z,ZK";"CS"
"6625206";"NIE-EHW";"Embedded Hardware";"5";"PO;";"P";"M;";"Z,ZK";"EN"
"6625006";"NIE-BKO";"Error Control Codes";"5";"PO;";"P";"M;";"Z,ZK";"EN"
"1441806";"BIK-VES";"Vestavné systémy";"5";"PO";"K";"B";"Z,ZK";"CS"
"6583806";"BIE-SRC.21";"Real-time systems";"5";"PO";"P";"B";"Z,ZK";"CS"
"6541506";"BI-SAP.21";"Struktura a architektura počítačů";"5";"P;";"P";"B";"Z,ZK";"CS"
"6575806";"BI-SRC.21";"Systémy reálného času";"5";"PO";"P";"B";"Z,ZK";"CS"
"6580106";"BI-TUR.21";"Tvorba uživatelského rozhraní";"5";"PO";"P";"B";"Z,ZK";"CS"
"6543506";"BIK-SAP.21";"Struktura a architektura počítačů";"5";"P";"K";"B";"Z,ZK";"CS"
"6115606";"NI-TES";"Teorie systémů";"5";"PO;";"P";"M";"Z,ZK";"CS"
"6543606";"BIE-SAP.21";"Computer Structures and Architectures";"5";"P";"P";"B";"Z,ZK";"EN"
"6583906";"BIE-ZRS.21";"Basics of System Control";"5";"PO;";"P";"B";"Z,ZK";"EN"
"6575906";"BI-ZRS.21";"Základy řízení systémů";"5";"PO;V;";"P";"B";"Z,ZK";"CS"
"6535506";"BI-TZP.21";"Technologické základy počítačů";"5";"P;";"P";"B;";"Z,ZK";"CS"
"6540606";"BIE-TZP.21";"Technological Fundamentals of Computers";"5";"P;";"P";"B;";"Z,ZK";"EN"
"6625306";"NIE-ESW";"Embedded Software";"5";"PO;";"P";"M;";"Z,ZK";"EN"
"6579606";"BIE-MPP.21";"Methods of interfacing peripheral devices";"5";"PO;V;";"P";"B";"Z,ZK";"CS"
"6625506";"NIE-TES";"Systems Theory";"5";"PO;";"P";"M";"Z,ZK";"EN"
"6729706";"BIE-SCE1";"Computer Engineering Seminar I";"4";"V;";"P";"B;";"Z";"EN"
"6706806";"BIE-PNO.21";"Practical Digital Design";"5";"PO";"P";"B";"KZ";"EN"
"6729806";"BIE-SCE2";"Computer Engineering Seminar II";"4";"V;";"P";"B;";"Z";"EN"
"6730006";"NIE-SCE2";"Computer Engineering Seminar Master II";"4";"V;";"P";"M;";"Z";"EN"
"6729906";"NIE-SCE1";"Computer Engineering Seminar Master I";"4";"V;";"P";"M;";"Z";"EN"
"6706906";"BIE-VES.21";"Embedded Systems";"5";"PO";"P";"B";"Z,ZK";"EN"
"6704806";"BI-VES.21";"Vestavné systémy";"5";"PO";"P";"B";"Z,ZK";"CS"
"6540006";"BIK-TZP.21";"Technologické základy počítačů";"5";"P;";"K";"B;";"Z,ZK";"CS"
"6575706";"BI-MPP.21";"Metody připojování periferií";"5";"PO;V;";"P";"B";"Z,ZK";"CS"
"6704706";"BI-JPO.21";"Jednotky počítačů";"5";"PO";"P";"B";"Z,ZK";"CS"
"6704906";"BI-PNO.21";"Praktika v návrhu číslicových obvodů";"5";"PO";"P";"B";"KZ";"CS"
"1602506";"PI-SCN";"Semináře z číslicového návrhu";"4";"V;";"";"D;M;";"ZK";""
"4657306";"MI-TSP.16";"Testování a spolehlivost";"5";"PO";"P";"M";"Z,ZK";"CS"
"1432106";"MI-TSP";"Testování a spolehlivost";"4";"PO";"P";"M";"Z,ZK";"CS"
"4660006";"MIE-SOC.16";"Systems on Chip";"5";"PO";"";"M";"Z,ZK";"EN"
"1432506";"MI-PAA";"Problémy a algoritmy";"5";"PO";"P";"M";"Z,ZK";"CS"
"4656006";"MI-NFA.16";"Návrh obvodů technologií FPGA a ASIC";"5";"PO";"P";"M";"Z,ZK";"CS"
"4660406";"MIE-TSP.16";"Testing and Reliability";"5";"PO";"";"M";"Z,ZK";"EN"
"1437706";"MIE-PAA";"Problems and Algorithms";"5";"PO";"";"M";"Z,ZK";"EN"
"6115706";"NI-TSP";"Testování a spolehlivost";"5";"PO";"P";"M";"Z,ZK";"CS"
"6085706";"NI-KOP";"Kombinatorická optimalizace";"6";"P;";"P";"M;";"Z,ZK";"CS"
"6071506";"NI-EHW";"Vestavné hardwarové prostředky";"5";"PO;";"P";"M;";"Z,ZK";"CS"
"5240506";"MIE-ARI";"Computer Arithmetic";"4";"V;";"";"M;";"Z,ZK";"EN"
"6290406";"NI-HSC";"Hardwarové útoky postranními kanály";"4";"V;";"P";"M;";"Z,ZK";""
"6700106";"NIE-ARI";"Computer arithmetic";"4";"V;";"P";"M;";"Z,ZK";"EN"
"6706706";"BIE-JPO.21";"Computer Units";"5";"PO";"P";"B";"Z,ZK";"EN"
"6290506";"NIE-HSC";"Side-Channel Analysis in Hardware";"4";"V;";"P";"M;";"Z,ZK";"EN"
"6625606";"NIE-TSP";"Testing and Reliability";"5";"PO";"P";"M";"Z,ZK";"EN"
"6623806";"NIE-KOP";"Combinatorial Optimization";"6";"P;";"P";"M;";"Z,ZK";"EN"
"1123506";"BI-SKJ";"Skriptovací jazyky";"4";"PO";"P";"B";"Z,ZK";"CS"
"1434906";"MI-PAR";"Paralelní algoritmy a systémy";"6";"P";"P";"M";"Z,ZK";"CS"
"1440106";"MIE-PAR";"Parallel Algorithms and Systems";"6";"P";"P";"M";"Z,ZK";"EN"
"1450106";"BIE-SKJ";"Scripting Languages";"4";"PO";"P";"B";"Z,ZK";"EN"
"1802806";"MIE-PAR.1";"Parallel Algorithms and Systems";"8";"P";"P";"M";"Z,ZK";"EN"
"2823306";"MI-PPR.2";"Paralelní programování";"2";"P";"P";"M";"Z";"CS"
"2823206";"MI-PAR.2";"Paralelní algoritmy a systémy";"6";"P";"P";"M";"ZK";"CS"
"1911306";"R-ADW";"Administrace OS Windows rozvrhovaný";"";"";"P";"B";"Z,ZK";"CS"
"1912506";"R-PAR";"Paralelní algoritmy a systémy rozvrhovaný";"";"P";"P";"B";"Z,ZK";"CS"
"3135306";"BI-PS1";"Programování v shellu 1";"5";"P";"P";"B";"KZ";"CS"
"1124406";"BI-ADW";"Administrace OS Windows";"5";"PO";"P";"B";"Z,ZK";"CS"
"1450706";"BIE-APS";"Architectures of Computer Systems";"6";"PO";"P";"B";"Z,ZK";"EN"
"1617606";"PIK-PPA";"Pokročilé paralelní algoritmy";"4";"PO";"K";"D";"ZK";""
"1618306";"PIK-VAP";"Vyšší architektura počítačů";"4";"PO";"K";"D";"ZK";""
"1432406";"MI-KYB";"Kybernalita";"4";"P";"P";"M";"ZK";"CS"
"1450606";"BIE-ADW";"Windows Administration";"5";"PO";"P";"B";"Z,ZK";"EN"
"1450506";"BIE-ADU";"Unix Internals and Administration";"6";"PO";"";"B";"Z,ZK";"EN"
"1617406";"PIK-KP";"Komunikační protokoly";"4";"PO";"K";"D";"ZK";""
"1804806";"MI-PAR.1";"Paralelní algoritmy a systémy";"8";"P";"P";"M";"Z,ZK";"CS"
"2142806";"MI-SCA";"Mikroprocesory vestavěné do čipových karet, Efektivní implementace a útoky postranními kanály";"3";"V";"P";"M;";"KZ";""
"1601506";"PI-KP";"Komunikační protokoly";"4";"P;";"";"D";"ZK";""
"1602306";"PI-VAP";"Vyšší architektura počítačů";"4";"";"";"D";"ZK";""
"1601706";"PI-PPA";"Pokročilé paralelní algoritmy";"4";"PO";"";"D";"ZK";""
"6699706";"NIE-BPS";"Wireless Computer Networks";"4";"V;";"";"M";"Z,ZK";"EN"
"1435906";"MIE-PAP";"Parallel Computer Architectures";"4";"PO";"P";"M";"Z,ZK";"EN"
"2394906";"MI-MCS";"Vícejádrové systémy";"4";"V;";"P";"M;";"KZ";"CS"
"4654606";"MI-BPR.16";"Bezpečnost a bezpečné programování";"5";"PO";"P";"M";"Z,ZK";"CS"
"4654806";"MI-DSV.16";"Distribuované systémy a výpočty";"5";"PO";"P";"M";"Z,ZK";"CS"
"1447606";"BIE-ADS";"Network Administration";"5";"PO";"P";"B";"Z,ZK";"EN"
"2967306";"BI-UDZ";"Úvod do digitalizace zvuku";"2";"V;";"P";"B;";"ZK";"CS"
"1443306";"BIK-SKJ";"Skriptovací jazyky";"4";"PO";"K";"B";"Z,ZK";"CS"
"4559306";"BI-SM";"Shell Minimum";"2";"V;";"P";"B;";"Z";"CS"
"5719806";"MI-POS";"Pokročilé operační systémy";"3";"V;";"";"";"ZK";"CS"
"4655806";"MI-MTI.16";"Moderní technologie Internetu";"5";"PO";"P";"M";"Z,ZK";"CS"
"2468806";"FI-ST1";"Síťové technologie 1";"3";"V;";"P";"0;";"Z";""
"2564806";"FI-ST2";"Síťové technologie 2";"4";"V";"P";"0";"Z";""
"1124306";"BI-ADS";"Administrace sítí";"5";"PO";"P";"B";"Z,ZK";"CS"
